Cow;days;milk_fit_conc;milk_real_conc;fat_fit_conc;fat_real_conc;protein_fit_conc;protein_real_conc;fit_price;real_price
67388;256;27,69867706;40,16507613;4,577230494;4,825571478;3,617808895;3,816386001;9,517971775;14,7780046
67388;257;27,6587542;40,10718511;4,579681562;4,828155531;3,619713175;3,818394804;9,510785794;14,76669447
67388;258;27,61898653;40,04951912;4,582137233;4,830744436;3,62161281;3,820398707;9,503631451;14,75543396
67388;259;27,57937381;39,99207783;4,58459748;4,833338165;3,623507812;3,822397724;9,496508774;14,74422312
67388;260;27,53991579;39,93486086;4,587062275;4,83593669;3,625398196;3,824391868;9,489417791;14,73306199
67388;261;27,50061223;39,87786787;4,589531593;4,838539982;3,627283972;3,826381152;9,482358527;14,7219506
67388;262;27,46146287;39,82109847;4,592005406;4,841148014;3,629165153;3,828365589;9,475331007;14,71088898
67388;263;27,42246744;39,7645523;4,59448369;4,843760759;3,631041751;3,830345192;9,468335256;14,69987718
67388;264;27,38362571;39,70822899;4,596966418;4,84637819;3,63291378;3,832319974;9,461371296;14,68891523
67388;265;27,34493739;39,65212815;4,599453567;4,84900028;3,63478125;3,834289947;9,454439152;14,67800315
67388;266;27,30640224;39,5962494;4,601945111;4,851627005;3,636644175;3,836255126;9,447538845;14,66714099
67388;267;27,26801997;39,54059235;4,604441026;4,854258337;3,638502567;3,838215523;9,440670395;14,65632877
67388;268;27,22979033;39,48515661;4,606941288;4,856894253;3,640356438;3,840171151;9,433833823;14,64556652
67388;269;27,19171304;39,4299418;4,609445873;4,859534726;3,642205801;3,842122022;9,427029149;14,63485427
67388;270;27,15378782;39,3749475;4,611954758;4,862179732;3,644050667;3,844068151;9,420256392;14,62419205
67388;271;27,11601441;39,32017333;4,61446792;4,864829248;3,64589105;3,84600955;9,413515569;14,61357987
67388;272;27,07839252;39,26561888;4,616985336;4,867483248;3,64772696;3,847946232;9,406806699;14,60301778
67388;273;27,04092187;39,21128375;4,619506985;4,87014171;3,649558411;3,849878209;9,400129798;14,59250578
67388;274;27,00360218;39,15716752;4,622032843;4,872804611;3,651385415;3,851805495;9,393484883;14,5820439
67388;275;26,96643318;39,10326978;4,624562889;4,875471926;3,653207984;3,853728102;9,386871968;14,57163216
67388;276;26,92941456;39,04959012;4,627097101;4,878143634;3,65502613;3,855646044;9,380291069;14,56127059
67388;277;26,89254605;38,99612813;4,629635459;4,880819713;3,656839865;3,857559333;9,373742199;14,5509592
67388;278;26,85582736;38,94288339;4,632177941;4,883500139;3,658649202;3,859467982;9,367225373;14,54069801
67388;279;26,8192582;38,88985546;4,634724528;4,886184892;3,660454152;3,861372004;9,360740604;14,53048705
67388;280;26,78283827;38,83704394;4,637275197;4,88887395;3,662254728;3,863271411;9,354287904;14,52032632
67388;281;26,74656728;38,7844484;4,63982993;4,891567292;3,664050941;3,865166216;9,347867285;14,51021584
67388;282;26,71044494;38,73206841;4,642388707;4,894264897;3,665842805;3,867056433;9,341478758;14,50015562
67388;283;26,67447096;38,67990354;4,644951507;4,896966744;3,66763033;3,868942072;9,335122334;14,49014569
67388;284;26,63864503;38,62795336;4,647518312;4,899672813;3,669413528;3,870823149;9,328798024;14,48018605
67388;285;26,60296685;38,57621744;4,650089103;4,902383084;3,671192412;3,872699674;9,322505837;14,47027672
67388;286;26,56743614;38,52469535;4,65266386;4,905097537;3,672966994;3,87457166;9,316245782;14,46041771
67388;287;26,53205259;38,47338665;4,655242566;4,907816152;3,674737286;3,876439121;9,310017869;14,45060903
67388;288;26,49681589;38,4222909;4,657825202;4,910538911;3,676503299;3,878302068;9,303822105;14,44085069
67388;289;26,46172575;38,37140766;4,66041175;4,913265794;3,678265045;3,880160514;9,297658498;14,4311427
67388;290;26,42678186;38,32073651;4,663002192;4,915996782;3,680022536;3,882014472;9,291527057;14,42148506
67388;291;26,39198391;38,27027699;4,66559651;4,918731857;3,681775784;3,883863953;9,285427787;14,4118778
67388;292;26,35733162;38,22002866;4,668194688;4,921471001;3,6835248;3,885708971;9,279360695;14,40232091
67388;293;26,32282466;38,16999109;4,670796708;4,924214195;3,685269597;3,887549538;9,273325787;14,3928144
67388;294;26,28846274;38,12016383;4,673402553;4,926961422;3,687010186;3,889385666;9,26732307;14,38335827
67388;295;26,25424554;38,07054643;4,676012206;4,929712664;3,688746579;3,891217367;9,261352547;14,37395255
67388;296;26,22017277;38,02113845;4,678625651;4,932467903;3,690478787;3,893044654;9,255414225;14,36459721
67388;297;26,1862441;37,97193945;4,681242872;4,935227124;3,692206822;3,894867539;9,249508107;14,35529229
67388;298;26,15245925;37,92294897;4,683863852;4,937990307;3,693930696;3,896686034;9,243634197;14,34603776
67388;299;26,11881788;37,87416657;4,686488577;4,940757438;3,69565042;3,898500151;9,237792501;14,33683365
67388;300;26,08531971;37,82559181;4,689117029;4,943528498;3,697366005;3,900309903;9,23198302;14,32767995
67388;301;26,05196441;37,77722423;4,691749194;4,946303473;3,699077464;3,902115301;9,226205757;14,31857667
67388;302;26,01875168;37,72906338;4,694385056;4,949082346;3,700784807;3,903916358;9,220460717;14,3095238
67388;303;25,98568121;37,68110882;4,6970246;4,951865101;3,702488046;3,905713086;9,2147479;14,30052135
67388;304;25,95275269;37,63336009;4,699667812;4,954651722;3,704187192;3,907505496;9,20906731;14,29156932
67388;305;25,91996581;37,58581675;4,702314677;4,957442195;3,705882257;3,909293601;9,203418947;14,2826677
