Cow;Group_x;Station;Milk_amount_x;Time;Duration_x;Milking_days;Lactation_number_x;Birth_date_x;Last_insemination_date_x;Is_pregnant_x;Expected_calving_date_x;Milking_session;Konteineris;Eil. Nr.;Knygelė;Fat_lab;Protein_lab;Lactose_lab;Urea_lab;SSC_lab;PH_lab;Notes;Date_x;Age_x;index;Date_y;Milk_amount_y;Duration_y;Group_y;Lactation_number_y;Birth_date_y;Last_insemination_date_y;Is_pregnant_y;Expected_calving_date_y;Age_y;price
67388;;;;;;137;;;;;;;;;;;;;;;;;;;57919;2022-01-03 00:00:00;42,9;1197;5;5;2015-11-06 00:00:00;2021-10-12 00:00:00;1;2022-07-19 00:00:00;6;
67388;;;;;;138;;;;;;;;;;;;;;;;;;;58310;2022-01-04 00:00:00;45,29;1351;5;5;2015-11-06 00:00:00;2021-10-12 00:00:00;1;2022-07-19 00:00:00;6;
67388;;;;;;140;;;;;;;;;;;;;;;;;;;58733;2022-01-06 00:00:00;44,54;1123;5;5;2015-11-06 00:00:00;2021-10-12 00:00:00;1;2022-07-19 00:00:00;6;
67388;;;;;;141;;;;;;;;;;;;;;;;;;;59156;2022-01-07 00:00:00;45,85;1345;5;5;2015-11-06 00:00:00;2021-10-12 00:00:00;1;2022-07-19 00:00:00;6;
67388;;;;;;143;;;;;;;;;;;;;;;;;;;59551;2022-01-09 00:00:00;47,04;1563;5;5;2015-11-06 00:00:00;2021-10-12 00:00:00;1;2022-07-19 00:00:00;6;
67388;;;;;;144;;;;;;;;;;;;;;;;;;;59972;2022-01-10 00:00:00;43,34;1098;5;5;2015-11-06 00:00:00;2021-10-12 00:00:00;1;2022-07-19 00:00:00;6;
67388;;;;;;145;;;;;;;;;;;;;;;;;;;60365;2022-01-11 00:00:00;46,55;1232;5;5;2015-11-06 00:00:00;2021-10-12 00:00:00;1;2022-07-19 00:00:00;6;
67388;;;;;;148;;;;;;;;;;;;;;;;;;;61185;2022-01-14 00:00:00;47,5;1072;5;5;2015-11-06 00:00:00;2021-10-12 00:00:00;1;2022-07-19 00:00:00;6;
67388;;;;;;150;;;;;;;;;;;;;;;;;;;61981;2022-01-16 00:00:00;45,18;1083;5;5;2015-11-06 00:00:00;2021-10-12 00:00:00;1;2022-07-19 00:00:00;6;
67388;;;;;;151;;;;;;;;;;;;;;;;;;;62398;2022-01-17 00:00:00;48,82;1254;5;5;2015-11-06 00:00:00;2021-10-12 00:00:00;1;2022-07-19 00:00:00;6;
67388;;;;;;152;;;;;;;;;;;;;;;;;;;62789;2022-01-18 00:00:00;47,81;1223;5;5;2015-11-06 00:00:00;2021-10-12 00:00:00;1;2022-07-19 00:00:00;6;
67388;;;;;;156;;;;;;;;;;;;;;;;;;;64425;2022-01-22 00:00:00;48,22;1356;5;5;2015-11-06 00:00:00;2021-10-12 00:00:00;1;2022-07-19 00:00:00;6;
67388;;;;;;157;;;;;;;;;;;;;;;;;;;64843;2022-01-23 00:00:00;45,99;1338;5;5;2015-11-06 00:00:00;2021-10-12 00:00:00;1;2022-07-19 00:00:00;6;
67388;;;;;;159;;;;;;;;;;;;;;;;;;;65659;2022-01-25 00:00:00;47,63;1263;5;5;2015-11-06 00:00:00;2021-10-12 00:00:00;1;2022-07-19 00:00:00;6;
67388;;;;;;160;;;;;;;;;;;;;;;;;;;66055;2022-01-26 00:00:00;47,7;1414;5;5;2015-11-06 00:00:00;2021-10-12 00:00:00;1;2022-07-19 00:00:00;6;
67388;;;;;;162;;;;;;;;;;;;;;;;;;;66896;2022-01-28 00:00:00;46,03;1174;5;5;2015-11-06 00:00:00;2021-10-12 00:00:00;1;2022-07-19 00:00:00;6;
67388;;;;;;164;;;;;;;;;;;;;;;;;;;67660;2022-01-30 00:00:00;44,7;1013;5;5;2015-11-06 00:00:00;2021-10-12 00:00:00;1;2022-07-19 00:00:00;6;
67388;;;;;;165;;;;;;;;;;;;;;;;;;;68080;2022-01-31 00:00:00;45,3;1095;5;5;2015-11-06 00:00:00;2021-10-12 00:00:00;1;2022-07-19 00:00:00;6;
67388;;;;;;166;;;;;;;;;;;;;;;;;;;68503;2022-02-01 00:00:00;45,78;1153;5;5;2015-11-06 00:00:00;2021-10-12 00:00:00;1;2022-07-19 00:00:00;6;
67388;;;;;;167;;;;;;;;;;;;;;;;;;;68912;2022-02-02 00:00:00;47,55;1405;5;5;2015-11-06 00:00:00;2021-10-12 00:00:00;1;2022-07-19 00:00:00;6;
67388;;;;;;170;;;;;;;;;;;;;;;;;;;70158;2022-02-05 00:00:00;46,95;1168;5;5;2015-11-06 00:00:00;2021-10-12 00:00:00;1;2022-07-19 00:00:00;6;
67388;;;;;;174;;;;;;;;;;;;;;;;;;;71025;2022-02-09 00:00:00;51,76;1277;5;5;2015-11-06 00:00:00;2021-10-12 00:00:00;1;2022-07-19 00:00:00;6;
67388;;;;;;176;;;;;;;;;;;;;;;;;;;71878;2022-02-11 00:00:00;45,37;1201;5;5;2015-11-06 00:00:00;2021-10-12 00:00:00;1;2022-07-19 00:00:00;6;
67388;;;;;;177;;;;;;;;;;;;;;;;;;;72271;2022-02-12 00:00:00;46,31;1330;5;5;2015-11-06 00:00:00;2021-10-12 00:00:00;1;2022-07-19 00:00:00;6;
67388;;;;;;178;;;;;;;;;;;;;;;;;;;72689;2022-02-13 00:00:00;45,71;1218;5;5;2015-11-06 00:00:00;2021-10-12 00:00:00;1;2022-07-19 00:00:00;6;
67388;;;;;;180;;;;;;;;;;;;;;;;;;;73516;2022-02-15 00:00:00;45,26;1282;5;5;2015-11-06 00:00:00;2021-10-12 00:00:00;1;2022-07-19 00:00:00;6;
67388;;;;;;181;;;;;;;;;;;;;;;;;;;73926;2022-02-16 00:00:00;46,04;1176;5;5;2015-11-06 00:00:00;2021-10-12 00:00:00;1;2022-07-19 00:00:00;6;
67388;;;;;;182;;;;;;;;;;;;;;;;;;;74358;2022-02-17 00:00:00;43,98;1324;5;5;2015-11-06 00:00:00;2021-10-12 00:00:00;1;2022-07-19 00:00:00;6;
67388;;;;;;183;;;;;;;;;;;;;;;;;;;74799;2022-02-18 00:00:00;46,46;1198;5;5;2015-11-06 00:00:00;2021-10-12 00:00:00;1;2022-07-19 00:00:00;6;
67388;;;;;;184;;;;;;;;;;;;;;;;;;;75207;2022-02-19 00:00:00;42,99;1172;5;5;2015-11-06 00:00:00;2021-10-12 00:00:00;1;2022-07-19 00:00:00;6;
67388;;;;;;185;;;;;;;;;;;;;;;;;;;75616;2022-02-20 00:00:00;44,9;1093;5;5;2015-11-06 00:00:00;2021-10-12 00:00:00;1;2022-07-19 00:00:00;6;
67388;;;;;;188;;;;;;;;;;;;;;;;;;;76440;2022-02-23 00:00:00;39,84;1039;5;5;2015-11-06 00:00:00;2021-10-12 00:00:00;1;2022-07-19 00:00:00;6;
67388;;;;;;189;;;;;;;;;;;;;;;;;;;76861;2022-02-24 00:00:00;41,45;1088;5;5;2015-11-06 00:00:00;2021-10-12 00:00:00;1;2022-07-19 00:00:00;6;
67388;;;;;;190;;;;;;;;;;;;;;;;;;;77303;2022-02-25 00:00:00;42,03;1139;5;5;2015-11-06 00:00:00;2021-10-12 00:00:00;1;2022-07-19 00:00:00;6;
67388;;;;;;191;;;;;;;;;;;;;;;;;;;77751;2022-02-26 00:00:00;40,52;997;5;5;2015-11-06 00:00:00;2021-10-12 00:00:00;1;2022-07-19 00:00:00;6;
67388;;;;;;192;;;;;;;;;;;;;;;;;;;78176;2022-02-27 00:00:00;40,84;1094;5;5;2015-11-06 00:00:00;2021-10-12 00:00:00;1;2022-07-19 00:00:00;6;
67388;;;;;;194;;;;;;;;;;;;;;;;;;;79038;2022-03-01 00:00:00;39,23;1018;5;5;2015-11-06 00:00:00;2021-10-12 00:00:00;1;2022-07-19 00:00:00;6;
67388;;;;;;195;;;;;;;;;;;;;;;;;;;79475;2022-03-02 00:00:00;41,47;1179;5;5;2015-11-06 00:00:00;2021-10-12 00:00:00;1;2022-07-19 00:00:00;6;
67388;;;;;;196;;;;;;;;;;;;;;;;;;;79909;2022-03-03 00:00:00;41,96;1179;5;5;2015-11-06 00:00:00;2021-10-12 00:00:00;1;2022-07-19 00:00:00;6;
67388;;;;;;197;;;;;;;;;;;;;;;;;;;80337;2022-03-04 00:00:00;39,37;1077;5;5;2015-11-06 00:00:00;2021-10-12 00:00:00;1;2022-07-19 00:00:00;6;
67388;;;;;;199;;;;;;;;;;;;;;;;;;;80779;2022-03-06 00:00:00;42,61;1204;5;5;2015-11-06 00:00:00;2021-10-12 00:00:00;1;2022-07-19 00:00:00;6;
67388;;;;;;200;;;;;;;;;;;;;;;;;;;81222;2022-03-07 00:00:00;40,97;1210;5;5;2015-11-06 00:00:00;2021-10-12 00:00:00;1;2022-07-19 00:00:00;6;
67388;;;;;;202;;;;;;;;;;;;;;;;;;;81624;2022-03-09 00:00:00;41,83;1097;5;5;2015-11-06 00:00:00;2021-10-12 00:00:00;1;2022-07-19 00:00:00;6;
67388;;;;;;203;;;;;;;;;;;;;;;;;;;82054;2022-03-10 00:00:00;41,37;1069;5;5;2015-11-06 00:00:00;2021-10-12 00:00:00;1;2022-07-19 00:00:00;6;
67388;;;;;;204;;;;;;;;;;;;;;;;;;;82484;2022-03-11 00:00:00;40,01;1188;5;5;2015-11-06 00:00:00;2021-10-12 00:00:00;1;2022-07-19 00:00:00;6;
67388;;;;;;206;;;;;;;;;;;;;;;;;;;82896;2022-03-13 00:00:00;38,05;1011;5;5;2015-11-06 00:00:00;2021-10-12 00:00:00;1;2022-07-19 00:00:00;6;
